mack,tencongty,sanck,vonhoa
QPH,CTCP Thủy điện Quế Phong,UPCOM,553776380000.0
QST,CTCP Sách và Thiết bị Trường học Quảng Ninh,HNX,66420000000.0
QTC,CTCP Công trình Giao thông Vận tải Quảng Nam,HNX,47250000000.0
QTP,CTCP Nhiệt điện Quảng Ninh,UPCOM,6300000000000.0
RAL,CTCP Bóng đèn Phích nước Rạng Đông,HOSE,2868075634200.0
RCC,CTCP Tổng Công ty Công trình Đường sắt,UPCOM,410428787200.0
RCL,CTCP Địa ốc Chợ Lớn,HNX,164918696600.0
REE,CTCP Cơ Điện Lạnh,HOSE,31981809860000.0
RTB,CTCP Cao su Tân Biên,UPCOM,2400898500000.0
RYG,CTCP Sản xuất và Đầu tư Hoàng Gia,HOSE,668250000000.0
S4A,CTCP Thủy điện Sê San 4A,HOSE,1504430000000.0
S55,CTCP Sông Đà 505,HNX,701000000000.0
S72,CTCP Sông Đà 7.02,UPCOM,84000000000.0
S99,CTCP SCI,HNX,793074648000.0
SAB,Tổng Công ty cổ phần Bia - Rượu - Nước giải khát Sài Gòn,HOSE,71182211646000.0
SAF,CTCP Lương thực Thực phẩm Safoco,HNX,817963461000.0
SAM,CTCP SAM Holdings,HOSE,2849707282500.0
SAS,CTCP Dịch vụ Hàng không Sân bay Tân Sơn Nhất,UPCOM,4844304333000.0
SAV,CTCP Hợp tác Kinh tế và Xuất nhập khẩu Savimex,HOSE,513239836500.0
SBA,CTCP Sông Ba,HOSE,1799525764750.0
SBG,CTCP Tập đoàn Cơ khí Công nghệ cao Siba,HOSE,514999618900.0
SBH,CTCP Thủy điện Sông Ba Hạ,UPCOM,6186405000000.0
SBL,CTCP Bia Sài Gòn - Bạc Liêu,UPCOM,75675600000.0
SBM,CTCP Đầu tư Phát triển Bắc Minh,UPCOM,1396393543000.0
SBR,CTCP Cao su Sông Bé,UPCOM,797682681600.0
SBS,CTCP Chứng khoán SBS,UPCOM,689055720000.0
SBV,CTCP Siam Brothers Việt Nam,HOSE,275972157600.0
SC5,CTCP Xây dựng Số 5,HOSE,336379552550.0
SCD,CTCP Nước giải khát Chương Dương,UPCOM,121550000000.0
SCG,CTCP Tập đoàn Xây dựng SCG,HNX,5550500000000.0
SCI,CTCP SCI E&C,HNX,243931272000.0
SCJ,CTCP Xi măng Sài Sơn,UPCOM,202436500000.0
SCL,CTCP Sông Đà Cao Cường,UPCOM,513174612500.0
SCR,CTCP Địa ốc Sài Gòn Thương Tín,HOSE,2463003605920.0
SCS,CTCP Dịch vụ Hàng hóa Sài Gòn,HOSE,7590958560000.0
SCY,CTCP Đóng tàu Sông Cấm,UPCOM,793202252800.0
SD2,CTCP Sông Đà 2,UPCOM,62021204800.0
SD3,CTCP Sông Đà 3,UPCOM,81596715600.0
SD4,CTCP Sông Đà 4,UPCOM,29870000000.0
SD5,CTCP Sông Đà 5,HNX,207998784000.0
SD6,CTCP Sông Đà 6,UPCOM,107791994100.0
SD9,CTCP Sông Đà 9,HNX,410808000000.0
SDA,CTCP Simco Sông Đà,HNX,125788752000.0
SDC,CTCP Tư vấn Sông Đà,HNX,19572360000.0
SDD,CTCP Đầu tư và Xây lắp Sông Đà,UPCOM,24011001000.0
SDG,CTCP Sadico Cần Thơ,HNX,152099955000.0
SDN,CTCP Sơn Đồng Nai,HNX,95647734000.0
SDT,CTCP Sông Đà 10,UPCOM,170929244000.0
SDU,CTCP Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,HNX,384000000000.0
SEA,Tổng Công ty Thủy sản Việt Nam - CTCP,UPCOM,6062039250000.0
SEB,CTCP Đầu tư và Phát triển Điện Miền Trung,HNX,1519998527500.0
SED,CTCP Đầu tư và Phát triển Giáo dục Phương Nam,HNX,214178580000.0
SFC,CTCP Nhiên liệu Sài Gòn,HOSE,250536463700.0
SFG,CTCP Phân Bón Miền Nam,HOSE,478973330000.0
SFI,CTCP Đại lý Vận tải SAFI,HOSE,706289537000.0
SFN,CTCP Dệt lưới Sài Gòn,HNX,61292810000.0
SGB,Ngân hàng TMCP Sài Gòn Công Thương,UPCOM,4268869176600.0
SGC,CTCP Xuất nhập khẩu Sa Giang,HNX,878437582000.0
SGD,CTCP Sách Giáo dục tại Thành phố Hồ Chí Minh,HNX,50537500000.0
SGH,CTCP Khách sạn Sài Gòn,HNX,445107600000.0
SGI,CTCP Đầu tư Phát triển Sài Gòn 3 Group,UPCOM,981041100000.0
SGN,CTCP Phục vụ Mặt đất Sài Gòn,HOSE,2816821644000.0
SGP,CTCP Cảng Sài Gòn,UPCOM,6077888404100.0
SGR,CTCP Tổng CTCP Địa ốc Sài Gòn,HOSE,2249999587500.0
SGS,CTCP Vận tải biển Sài Gòn,UPCOM,253792000000.0
SGT,CTCP Công nghệ Viễn Thông Sài Gòn,HOSE,2553055338000.0
SHA,CTCP Sơn Hà Sài Gòn,HOSE,138803701250.0
SHB,Ngân hàng TMCP Sài Gòn - Hà Nội,HOSE,37539726649000.0
SHE,CTCP Phát triển Năng lượng Sơn Hà,HNX,103522644000.0
SHI,CTCP Quốc tế Sơn Hà,HOSE,2549257026750.0
SHN,CTCP Đầu tư Tổng hợp Hà Nội,HNX,881328599600.0
SHP,CTCP Thủy điện Miền Nam,HOSE,3501739779200.0
SHS,CTCP Chứng khoán Sài Gòn - Hà Nội,HNX,10408406374400.0
SID,CTCP Đầu tư Phát triển Sài Gòn Co.op,UPCOM,1200000000000.0
SII,CTCP Hạ tầng Nước Sài Gòn,UPCOM,1077519136800.0
SIP,CTCP Đầu tư Sài Gòn VRG,HOSE,17495325789300.0
SJ1,CTCP Nông nghiệp Hùng Hậu,HNX,508618960200.0
SJD,CTCP Thủy điện Cần Đơn,HOSE,983230335000.0
SJE,CTCP Sông Đà 11,HNX,439870540200.0
SJF,CTCP Đầu tư Sao Thái Dương,UPCOM,134640000000.0
SJG,Tổng Công ty Sông Đà - CTCP,UPCOM,8271482860800.0
SJS,CTCP SJ Group,HOSE,8428413520000.0
SKG,CTCP Tàu cao tốc Superdong - Kiên Giang,HOSE,758073745800.0
SKH,CTCP Nước giải khát Sanest Khánh Hòa,UPCOM,897600000000.0
SKV,CTCP Nước giải khát Yến sào Khánh Hòa,UPCOM,738300000000.0
SLS,CTCP Mía Đường Sơn La,HNX,1805634658000.0
SMA,CTCP Thiết bị Phụ tùng Sài Gòn,HOSE,280869136800.0
SMB,CTCP Bia Sài Gòn - Miền Trung,HOSE,1283405864000.0
SMC,CTCP Đầu tư Thương mại SMC,HOSE,615353157320.0
SMN,CTCP Sách và Thiết bị Giáo dục Miền Nam,HNX,61670000000.0
SMT,CTCP Sametel,HNX,31164362400.0
SNZ,Tổng Công ty cổ phần Phát triển Khu Công nghiệp,UPCOM,12800721200000.0
SP2,CTCP Thủy điện Sử Pán 2,UPCOM,402148500000.0
SPB,CTCP Sợi Phú Bài,UPCOM,266001740000.0
SPC,CTCP Bảo vệ Thực vật Sài Gòn,HNX,89505000000.0
SPD,CTCP Xuất nhập khẩu Thủy sản Miền Trung,UPCOM,96000000000.0
SPM,CTCP SPM,HOSE,154224000000.0
SPV,CTCP Thủy Đặc sản,UPCOM,187920000000.0
SQC,CTCP Khoáng sản Sài Gòn - Quy Nhơn,UPCOM,2070870700000.0
SRA,CTCP Sara Việt Nam,HNX,95039942800.0
SRC,CTCP Cao su Sao Vàng,HOSE,687552516000.0
SRF,CTCP SEAREFICO,HOSE,298337267400.0
SSB,Ngân hàng TMCP Đông Nam Á,HOSE,47486250000000.0
SSC,CTCP Giống cây trồng Miền Nam,HOSE,457876582500.0
SSH,CTCP Phát triển Sunshine Homes,UPCOM,25125000000000.0
SSI,CTCP Chứng khoán SSI,HOSE,51106777322500.0
SSM,CTCP Chế tạo kết cấu Thép Vneco.SSM,HNX,22758394200.0
ST8,CTCP Tập đoàn ST8,HOSE,177731432820.0
STB,Ngân hàng TMCP Sài Gòn Thương Tín,HOSE,69564459920400.0
STC,CTCP Sách và Thiết bị Trường học Thành phố Hồ Chí Minh,HNX,96314010000.0
STG,CTCP Kho vận Miền Nam,HOSE,3753278237400.0
STH,CTCP Phát hành Sách Thái Nguyên,UPCOM,122850000000.0
STK,CTCP Sợi Thế Kỷ,HOSE,2372436484200.0
STP,CTCP Công nghiệp Thương mại Sông Đà,HNX,81022836300.0
STW,CTCP Cấp nước Sóc Trăng,UPCOM,520310762400.0
SVC,CTCP Dịch vụ Tổng hợp Sài Gòn,HOSE,1345725292800.0
SVD,CTCP Đầu tư & Thương mại Vũ Đăng,HOSE,91099496400.0
SVG,CTCP Hơi Kỹ nghệ Que hàn,UPCOM,143815000000.0
SVH,CTCP Thủy điện Sông Vàng,UPCOM,88923972000.0
SVI,CTCP Bao bì Biên Hòa,HOSE,769946220000.0
SVN,CTCP Tập đoàn Vexilla Việt Nam,HNX,71400000000.0
SVT,CTCP Công nghệ Sài Gòn Viễn Đông,HOSE,213790578300.0
SWC,Tổng Công ty cổ phần Đường sông Miền Nam,UPCOM,1845250000000.0
SZB,CTCP Sonadezi Long Bình,HNX,1191000000000.0
SZE,CTCP Môi trường Sonadezi,UPCOM,357000000000.0
SZG,CTCP Sonadezi Giang Điền,UPCOM,1877511600000.0
SZL,CTCP Sonadezi Long Thành,HOSE,1156674042000.0
TA9,CTCP Xây lắp Thành An 96,HNX,154005358800.0
TAL,CTCP Đầu tư Bất động sản Taseco,UPCOM,6029100000000.0
TBC,CTCP Thủy điện Thác Bà,HOSE,2667000000000.0
TBD,Tổng Công ty Thiết bị Điện Đông Anh - CTCP,UPCOM,3118649310400.0
TBX,CTCP Xi măng Thái Bình,HNX,33679244000.0
TCB,Ngân hàng TMCP Kỹ thương Việt Nam,HOSE,174148595366350.0
TCD,CTCP Tập đoàn Xây dựng TRACODI,HOSE,1558207774240.0
TCI,CTCP Chứng khoán Thành Công,HOSE,1029026579600.0
TCK,Tổng Công ty Cơ khí Xây dựng - CTCP,UPCOM,88245000000.0
TCL,CTCP Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,HOSE,1060069025400.0
TCM,CTCP Dệt may - Đầu tư - Thương mại Thành Công,HOSE,4873763281200.0
TCO,CTCP TCO Holdings,HOSE,425960459200.0
TCR,CTCP Công nghiệp Gốm sứ Taicera,HOSE,156716739900.0
TCT,CTCP Cáp treo Núi Bà Tây Ninh,HOSE,214838400000.0
TCW,CTCP Kho Vận Tân Cảng,UPCOM,625718926000.0
TDC,CTCP Kinh doanh và Phát triển Bình Dương,HOSE,1150000000000.0
TDF,CTCP Trung Đô,UPCOM,315000000000.0
TDG,CTCP Đầu tư TDG Global,HOSE,83673835200.0
TDH,CTCP Phát triển Nhà Thủ Đức,HOSE,322186913620.0
TDM,CTCP Nước Thủ Dầu Một,HOSE,5478000000000.0
TDP,CTCP Thuận Đức,HOSE,2893689800000.0
TDS,CTCP Thép Thủ Đức - VNSTEEL,UPCOM,124699008600.0
TDT,CTCP Đầu tư và Phát triển TDT,HNX,174444698200.0
TDW,CTCP Cấp nước Thủ Đức,HOSE,434350000000.0
TED,Tổng Công ty tư vấn thiết kế giao thông vận tải - CTCP,UPCOM,712500000000.0
TEG,CTCP Năng lượng và Bất động sản Trường Thành,HOSE,851686262100.0
TET,CTCP Vải sợi May mặc Miền Bắc,HNX,176791140000.0
TFC,CTCP Trang,HNX,796058716200.0
TGG,CTCP The Golden Group,UPCOM,62789977000.0
TH1,CTCP Xuất nhập khẩu tổng hợp 1 Việt Nam,UPCOM,43325523200.0
THB,CTCP Bia Hà Nội - Thanh Hóa,HNX,131382555000.0
THD,CTCP Thaiholdings,HNX,13667499006000.0
THG,CTCP Đầu tư và Xây dựng Tiền Giang,HOSE,1284123406500.0
THM,CTCP Tứ Hải Hà Nam,UPCOM,86284880000.0
THN,CTCP Cấp nước Thanh Hóa,UPCOM,168276596100.0
THP,CTCP Thủy sản và Thương mại Thuận Phước,UPCOM,179369515500.0
THS,CTCP Thanh Hoa - Sông Đà,HNX,23220000000.0
THT,CTCP Than Hà Tu - Vinacomin,HNX,302199339600.0
TID,CTCP Tổng Công ty Tín Nghĩa,UPCOM,4760000000000.0
TIG,CTCP Tập đoàn Đầu tư Thăng Long,HNX,2574962526500.0
TIN,Công Ty Tài chính Cổ phần Tín Việt,UPCOM,1303850133300.0
TIP,CTCP Phát triển Khu Công nghiệp Tín Nghĩa,HOSE,1384667354100.0
TIS,CTCP Gang thép Thái Nguyên,UPCOM,1122332290000.0
TIX,CTCP Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,HOSE,1138500000000.0
TJC,CTCP Dịch vụ Vận tải và Thương mại,HNX,155660000000.0
TKU,CTCP Công nghiệp Tung Kuang,HNX,721973529200.0
TL4,Tổng Công ty cổ phần Xây dựng Thủy Lợi 4,UPCOM,102608366000.0
TLD,CTCP Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,HOSE,461006241080.0
TLG,CTCP Tập đoàn Thiên Long,HOSE,5697290592500.0
TLH,CTCP Tập đoàn Thép Tiến Lên,HOSE,517795278370.0
TLT,CTCP Viglacera Thăng Long,UPCOM,94362300000.0
TMB,CTCP Kinh doanh Than Miền Bắc - Vinacomin,HNX,1138500000000.0
TMC,CTCP Thương mại Xuất nhập khẩu Thủ Đức,HNX,107880000000.0
TMG,CTCP Kim loại màu Thái Nguyên - Vimico,UPCOM,903600000000.0
TMP,CTCP Thủy điện Thác Mơ,HOSE,4865000000000.0
TMS,CTCP Transimex,HOSE,7112126070000.0
TMT,CTCP Ô tô TMT,HOSE,362879323200.0
TMX,CTCP VICEM Thương mại Xi măng,HNX,59400000000.0
TN1,CTCP Rox Key Holdings,HOSE,592760975800.0
TNA,CTCP Thương mại Xuất nhập khẩu Thiên Nam,UPCOM,182155847000.0
TNB,CTCP Thép Nhà Bè - VNSTEEL,UPCOM,153594000000.0
TNC,CTCP Cao su Thống Nhất,HOSE,626587500000.0
TNG,CTCP Đầu tư và Thương mại TNG,HNX,3089550391200.0
TNH,CTCP Tập đoàn Bệnh viện TNH,HOSE,2645726304500.0
TNI,CTCP Tập đoàn Thành Nam,HOSE,117075000000.0
TNS,CTCP Thép tấm lá Thống Nhất,UPCOM,112000000000.0
TNT,CTCP Tập đoàn TNT,HOSE,219810000000.0
TNV,CTCP Thống Nhất Hà Nội,UPCOM,210930000000.0
TNW,CTCP Nước sạch Thái Nguyên,UPCOM,171200000000.0
TOS,CTCP Dịch vụ biển Tân Cảng,UPCOM,2278491621000.0
TOT,CTCP Transimex Logistics,HNX,161137235000.0
TPB,Ngân hàng TMCP Tiên Phong,HOSE,43988570663400.0
TPC,CTCP Nhựa Tân Đại Hưng,HOSE,173380561200.0
TPH,CTCP In sách giáo khoa tại Thành phố Hà Nội,HNX,32278169000.0
TPP,CTCP Tân Phú Việt Nam,HNX,468000000000.0
TRA,CTCP Traphaco,HOSE,3253867390000.0
TRC,CTCP Cao su Tây Ninh,HOSE,1566925000000.0
TS4,CTCP Thủy sản Số 4,UPCOM,19261912800.0
TSA,CTCP Đầu tư và Xây lắp Trường Sơn,UPCOM,409500000000.0
TSB,CTCP Ắc quy Tia Sáng,HNX,290055640000.0
TSC,CTCP Vật tư Kỹ thuật nông nghiệp Cần Thơ,HOSE,478367187750.0
TSJ,CTCP Du lịch Dịch vụ Hà Nội,UPCOM,2677746920000.0
TT6,CTCP Tập đoàn Tiến Thịnh,UPCOM,184912200000.0
TTA,CTCP Đầu tư Xây dựng và Phát triển Trường Thành,HOSE,2125719912500.0
TTC,CTCP Gạch men Thanh Thanh,HNX,61781491200.0
TTD,CTCP Bệnh viện tim Tâm Đức,UPCOM,1096416000000.0
TTE,CTCP Đầu tư Năng lượng Trường Thịnh,HOSE,1078361640000.0
TTF,CTCP Tập đoàn Kỹ nghệ gỗ Trường Thành,HOSE,1247497983790.0
TTH,CTCP Thương mại và Dịch vụ Tiến Thành,HNX,104649568800.0
TTL,Tổng Công ty Thăng Long - CTCP,HNX,489688290000.0
TTN,CTCP Công nghệ và Truyền thông Việt Nam,UPCOM,855750750000.0
TTS,CTCP Cán Thép Thái Trung,UPCOM,213360000000.0
TTT,CTCP Du lịch - Thương mại Tây Ninh,HNX,146246720000.0
TUG,CTCP Lai Dắt và Vận tải Cảng Hải Phòng,UPCOM,49140000000.0
TV1,CTCP Tư vấn Xây dựng Điện 1,UPCOM,589878149900.0
TV2,CTCP Tư vấn Xây dựng Điện 2,HOSE,2255373911000.0
TV3,CTCP Tư vấn Xây dựng Điện 3,HNX,106593636800.0
TV4,CTCP Tư vấn Xây dựng Điện 4,HNX,269028304800.0
TVA,CTCP Sứ Viglacera Thanh Trì,UPCOM,49770000000.0
TVB,CTCP Chứng khoán Trí Việt,HOSE,939373019220.0
TVC,CTCP Tập đoàn Quản lý Tài sản Trí Việt,HNX,1233550968000.0
TVD,CTCP Than Vàng Danh - Vinacomin,HNX,485598931200.0
TVN,Tổng Công ty Thép Việt Nam - CTCP,UPCOM,5288400000000.0
TVS,CTCP Chứng khoán Thiên Việt,HOSE,3289806897800.0
TVT,Tổng Công ty Việt Thắng - CTCP,HOSE,345450000000.0
TXM,CTCP VICEM Thạch cao Xi măng,HNX,32200000000.0
TYA,CTCP Dây và Cáp Điện Taya Việt Nam,HOSE,417255915200.0
UDC,CTCP Xây dựng và Phát triển Đô thị Tỉnh Bà Rịa Vũng Tàu,UPCOM,124941600000.0
UDJ,CTCP Phát triển Đô thị,UPCOM,140250000000.0
UIC,CTCP Đầu tư Phát triển Nhà và Đô thị IDICO,HOSE,318800000000.0
UNI,CTCP Đầu Tư Và Phát Triển Sao Mai Việt,HNX,115570476800.0
UPH,CTCP Dược phẩm TW 25,UPCOM,135605338200.0
UXC,CTCP Chế biến Thủy sản Út Xi,UPCOM,166379849600.0
V12,CTCP Xây dựng Số 12,HNX,141959200000.0
V21,CTCP Vinaconex 21,HNX,79198607400.0
VAB,Ngân hàng TMCP Việt Á,UPCOM,5075624404200.0
VAF,CTCP Phân lân Nung chảy Văn Điển,HOSE,527314872000.0
VAV,CTCP VIWACO,UPCOM,1600000000000.0
VBB,Ngân hàng TMCP Việt Nam Thương Tín,UPCOM,6568260226800.0
VBC,CTCP Nhựa - Bao bì Vinh,HNX,149999200000.0
VC1,CTCP Xây dựng Số 1,HNX,102000000000.0
VC2,CTCP Đầu tư và Xây dựng Vina2,HNX,660186336000.0
VC3,CTCP Tập đoàn Nam Mê Kông,HNX,3441650822500.0
VC6,CTCP Xây dựng và Đầu tư Visicons,HNX,186817939800.0
VC7,CTCP Tập đoàn BGI,HNX,1172304783200.0
VC9,CTCP Xây dựng số 9 - VC9,HNX,78467440000.0
VCA,CTCP Thép VICASA - VNSTEEL,HOSE,184525962300.0
VCB,Ngân hàng TMCP Ngoại thương Việt Nam,HOSE,509725123094400.0
VCC,CTCP Vinaconex 25,HNX,213600000000.0
VCF,CTCP Vinacafé Biên Hòa,HOSE,5581618350000.0
VCG,Tổng Công ty cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,HOSE,10864471262700.0
VCI,CTCP Chứng khoán Vietcap,HOSE,23840902736000.0
VCM,CTCP BV Life,HNX,49200000000.0
VCP,CTCP Xây Dựng Và Năng Lượng VCP,UPCOM,2245562834400.0
VCR,CTCP Đầu tư và Phát triển Du lịch Vinaconex,UPCOM,4956000000000.0
VCS,CTCP Vicostone,HNX,10160000000000.0
VCW,CTCP Đầu tư Nước sạch Sông Đà,UPCOM,2325000000000.0
VCX,CTCP Xi măng Yên Bình,UPCOM,254688000000.0
VDP,CTCP Dược phẩm Trung ương VIDIPHA,HOSE,817085504000.0
VDS,CTCP Chứng khoán Rồng Việt,HOSE,5078700000000.0
VE1,CTCP Xây dựng Điện VNECO 1,HNX,20166352000.0
VE2,CTCP Xây dựng Điện VNECO 2,UPCOM,20980800000.0
VE3,CTCP Xây dựng Điện VNECO 3,HNX,11613448000.0
VE4,CTCP Xây dựng Điện VNECO4,HNX,266663200000.0
VE9,CTCP Đầu tư và Xây dựng VNECO 9,UPCOM,22542503400.0
VEA,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam – CTCP,UPCOM,52886240000000.0
VEC,Tổng Công ty cổ phần Điện tử và Tin học Việt Nam,UPCOM,372300000000.0
VEF,CTCP Trung tâm Hội chợ Triển lãm Việt Nam,UPCOM,28638720495000.0
VES,CTCP Đầu tư và Xây dựng Điện Mê Ca Vneco,UPCOM,12610500000.0
VET,CTCP Thuốc thú y Trung ương Navetco,UPCOM,302400000000.0
VFC,CTCP Vinafco,UPCOM,3481509386000.0
VFG,CTCP Khử trùng Việt Nam,HOSE,3382892995400.0
VFR,CTCP Vận tải và Thuê tàu,UPCOM,165000000000.0
VFS,CTCP Chứng khoán Nhất Việt,HNX,1932000000000.0
VGC,Tổng Công ty Viglacera - CTCP,HOSE,20153332500000.0
VGG,Tổng Công ty cổ phần May Việt Tiến,UPCOM,1958040000000.0
VGI,Tổng Công ty cổ phần Đầu tư Quốc tế Viettel,UPCOM,279117487040000.0
VGP,CTCP Cảng Rau Quả,HNX,250429504000.0
VGR,CTCP Cảng Xanh Vip,UPCOM,3795000000000.0
VGS,CTCP Ống thép Việt Đức VG PIPE,HNX,1750675543800.0
VGT,Tập đoàn Dệt May Việt Nam,UPCOM,7300000000000.0
VGV,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP,UPCOM,1162669560000.0
VHC,CTCP Vĩnh Hoàn,HOSE,15823947709500.0
VHD,CTCP Đầu tư Phát triển Nhà và Đô Thị VINAHUD,UPCOM,342000000000.0
VHE,CTCP Dược liệu và Thực phẩm Việt Nam,HNX,99419988000.0
VHF,CTCP Xây dựng và Chế biến Lương thực Vĩnh Hà,UPCOM,391300000000.0
VHG,CTCP Đầu tư Phát triển Việt Trung Nam,UPCOM,270000000000.0
VHL,CTCP Viglacera Hạ Long,HNX,250000000000.0
VHM,CTCP Vinhomes,HOSE,164296480160000.0
VIB,Ngân hàng TMCP Quốc tế Việt Nam,HOSE,58688817955500.0
VIC,Tập đoàn VINGROUP - CTCP,HOSE,155049476298550.0
VID,CTCP Đầu tư Phát triển Thương mại Viễn Đông,HOSE,198871656030.0
VIF,Tổng Công ty Lâm nghiệp Việt Nam - CTCP,HNX,6090000000000.0
VIG,CTCP Chứng khoán Đầu tư tài chính Việt Nam,HNX,261773140000.0
VIH,CTCP Viglacera Hà Nội,UPCOM,58800000000.0
VIM,CTCP Khoáng sản Viglacera,UPCOM,25125000000.0
VIN,CTCP Giao nhận Kho vận Ngoại Thương Việt Nam,UPCOM,357000000000.0
VIP,CTCP Vận tải Xăng dầu Vipco,HOSE,965440268100.0
VIT,CTCP Viglacera Tiên Sơn,HNX,1024993112000.0
VIW,Tổng Công ty Đầu tư Nước và Môi trường Việt Nam,UPCOM,533771120000.0
VIX,CTCP Chứng khoán VIX,HOSE,14366354754050.0
VJC,CTCP Hàng không Vietjet,HOSE,54161133400000.0
VKC,CTCP VKC Holdings,UPCOM,17351100000.0
VLA,CTCP Đầu tư và Phát triển Công nghệ Văn Lang,HNX,43955956000.0
VLB,CTCP Xây dựng và Sản xuất Vật liệu xây dựng Biên Hòa,UPCOM,2008984080000.0
VLC,Tổng Công ty Chăn Nuôi Việt Nam - CTCP,UPCOM,3739852353600.0
VLG,CTCP VIMC Logistics,UPCOM,144453726000.0
VLW,CTCP Cấp nước Vĩnh Long,UPCOM,806310000000.0
VMC,CTCP Vimeco,HNX,198619403200.0
VMD,CTCP Y Dược phẩm Vimedimex,HOSE,254764422000.0
VMS,CTCP Phát triển Hàng Hải,HNX,213299952600.0
VNA,CTCP Vận tải Biển Vinaship,UPCOM,754799112000.0
VNB,CTCP Sách Việt Nam,UPCOM,767213048000.0
VNC,CTCP Tập đoàn Vinacontrol,HNX,425232180000.0
VND,CTCP Chứng khoán VNDIRECT,HOSE,19180978840800.0
VNE,Tổng Công ty cổ phần Xây dựng Điện Việt Nam,HOSE,288013867830.0
VNF,CTCP Vinafreight,HNX,551586612000.0
VNG,CTCP Du lịch Thành Thành Công,HOSE,848252021760.0
VNL,CTCP Logistics Vinalink,HOSE,238267205950.0
VNM,CTCP Sữa Việt Nam,HOSE,132503175213000.0
VNP,CTCP Nhựa Việt Nam,UPCOM,194289130000.0
VNR,Tổng Công ty cổ phần Tái Bảo hiểm Quốc gia Việt Nam,HNX,3994372864500.0
VNS,CTCP Ánh Dương Việt Nam,HOSE,705735596800.0
VNT,CTCP Giao nhận Vận tải Ngoại thương,HNX,464370306300.0
VNY,CTCP Thuốc thú y Trung ương I,UPCOM,103999718400.0
VNZ,CTCP VNG,UPCOM,10057600000000.0
VOC,Tổng Công ty Công Nghiệp Dầu Thực Vật Việt Nam - CTCP,UPCOM,2094960000000.0
VOS,CTCP Vận tải Biển Việt Nam,HOSE,2380000000000.0
VPA,CTCP Vận tải Hoá Dầu VP,UPCOM,57289472600.0
VPB,Ngân hàng TMCP Việt Nam Thịnh Vượng,HOSE,152331333139200.0
VPD,CTCP Phát triển Điện lực Việt Nam,HOSE,2867261020100.0
VPG,CTCP Đầu tư Thương mại Xuất nhập khẩu Việt Phát,HOSE,1052147436900.0
VPH,CTCP Vạn Phát Hưng,HOSE,672272490000.0
VPI,CTCP Đầu tư Văn Phú - INVEST,HOSE,19138964704600.0
VPS,CTCP Thuốc sát trùng Việt Nam,HOSE,215254969600.0
VRC,CTCP Bất động sản và Đầu tư VRC,HOSE,580000000000.0
VRE,CTCP Vincom Retail,HOSE,38970260731500.0
VRG,CTCP Phát triển Đô thị và Khu công nghiệp Cao su Việt Nam,UPCOM,639603239600.0
VSA,CTCP Đại lý Hàng hải Việt Nam,HNX,324219178000.0
VSC,CTCP Container Việt Nam,HOSE,4560069422100.0
VSF,Tổng Công ty Lương thực Miền Nam - CTCP,UPCOM,17750000000000.0
VSH,CTCP Thủy điện Vĩnh Sơn - Sông Hinh,HOSE,11599445178600.0
VSI,CTCP Đầu tư và Xây dựng Cấp thoát nước,HOSE,237599946000.0
VSM,CTCP Container Miền Trung,HNX,65422422000.0
VSN,CTCP Việt Nam Kỹ nghệ Súc sản,UPCOM,1488642800000.0
VST,CTCP Vận tải và Thuê tàu biển Việt Nam,UPCOM,193198143600.0
VTB,CTCP Viettronics Tân Bình,HOSE,119389946000.0
VTC,CTCP Viễn thông VTC,HNX,36686058300.0
VTD,CTCP Du lịch Vietourist,UPCOM,94800000000.0
VTE,CTCP VINACAP Kim Long,UPCOM,85800000000.0
VTG,CTCP Du lịch Tỉnh Bà Rịa - Vũng Tàu,UPCOM,173393850000.0
VTH,CTCP Dây cáp Điện Việt Thái,HNX,65569908700.0
VTJ,CTCP Thương mại và Đầu tư VI NA TA BA,HNX,54720000000.0
VTO,CTCP Vận tải Xăng dầu Vitaco,HOSE,1174039990200.0
VTP,Tổng Công ty cổ phần Bưu chính Viettel,HOSE,16672098449800.0
VTQ,CTCP Việt Trung Quảng Bình,UPCOM,556866386600.0
VTR,CTCP Du lịch và Tiếp thị Giao thông Vận tải Việt Nam - Vietravel,UPCOM,586351332000.0
VTV,CTCP Năng lượng và Môi trường VICEM,HNX,199678880000.0
VTX,CTCP Vận tải Đa Phương Thức Vietranstimex,UPCOM,167778568000.0
VTZ,CTCP Sản xuất và Thương mại Nhựa Việt Thành,HNX,1309949127600.0
VUA,CTCP Chứng khoán Stanley Brothers,UPCOM,420360000000.0
VVN,Tổng Công ty cổ phần Xây dựng Công nghiệp Việt Nam,UPCOM,159500000000.0
VVS,CTCP Đầu tư phát triển máy Việt Nam,UPCOM,344400000000.0
VW3,CTCP Viwaseen3,UPCOM,21600000000.0
WCS,CTCP Bến xe Miền Tây,HNX,675000000000.0
WSB,CTCP Bia Sài Gòn - Miền Tây,UPCOM,1033850000000.0
