MaCk,EPS,PE,PB,ROA,ROE,TangTruongDoanhThuThuan,TangTruongLoiNhuanGop,TangTruongTongTaiSan
PMP,1762.0,7.66,0.8,30.547.720.217.660.000,10.482.713.349.217.100,13.51,10.62,1.64
PMS,4373.0,7.3,1.32,9.604.274.665.429.290,18.097.417.192.690.700,-2.54,8.94,-22.2
PMT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMW,1976.0,18.22,2.89,14.002.653.065.623.300,15.884.454.831.124.900,6.46,16.67,07.02
PNC,1020.0,17.31,01.01,19.150.199.071.679.200,5.862.787.201.299.640,-5.95,-1.57,8.98
PND,234.0,28.25,01.01,11.280.551.091.357.900,3.574.293.271.886.890,-1.5,-13.4,-17.12
PNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNJ,6307.0,15.52,2.94,12.288.753.872.122.200,18.784.515.184.130.500,14.14,10.12,19.27
PNP,2606.0,8.79,1.6,12.250.716.013.974.800,1.824.076.004.769.830,3.27,2.92,-1.86
PNS,382.0,0.0,0.0,25.643.429.679.737.800,36.574.992.228.636.200,-25.92,-38.49,-9.18
PNT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POB,128.0,395.82,4.93,77.500.135.098.616.200,12.453.917.525.211.300,8.76,3.41,2.26
POM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POS,2166.0,8.91,0.97,38.928.189.851.803.900,10.855.538.278.560.200,27.37,156.18,42.22
POT,208.0,73.7,0.97,16.052.914.411.137.700,13.105.725.057.157.500,39.75,18.66,10.13
POV,804.0,10.58,0.58,21.916.546.495.377.200,5.476.444.796.301.820,15.01,27.45,23.51
POW,535.0,22.45,0.81,16.558.998.531.984.900,3.889.249.780.395.270,6.53,-27.97,15.52
PPC,1300.0,8.43,0.79,7.666.879.629.321.390,9.384.102.290.730.290,32.12,531.19,-4.27
PPE,1535.0,8.41,1.81,18.293.506.020.860.200,21.570.540.072.896.100,13.2,9.33,4.15
PPG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPH,4898.0,6.29,1.24,10.429.634.576.076.300,20.157.865.736.878.500,27.63,23.41,0.91
PPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP,1973.0,8.97,1.15,10.385.652.448.026.900,12.824.392.117.476.300,-9.61,-5.66,4.45
PPS,1225.0,9.31,0.9,6.302.370.635.676.110,9.712.930.244.438.260,22.72,-1.83,9.64
PPT,545.0,24.38,1.23,18.265.417.903.474.800,4.594.764.823.269.390,22.23,-3.64,2.11
PPY,1231.0,7.72,0.56,32.651.136.732.531.800,7.281.004.647.106.240,1.0,16.19,-11.23
PQN,959.0,4.17,0.68,28.665.440.331.522.500,16.336.164.556.049.400,48.9,31.64,4.48
PRC,1646.0,11.91,0.66,3.740.898.423.351.370,5.534.560.768.992.520,29.18,53.94,-7.2
PRE,1821.0,10.88,1.28,2.836.412.367.050.940,1.180.886.891.018.590,-3.28,-32.61,13.89
PRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRT,136.0,69.74,0.71,15.481.999.398.624.500,2.156.300.024.517.590,-14.66,-16.84,-4.51
PSB,15.0,413.27,0.55,9.301.693.045.650.660,13.406.774.695.999.300,-28.96,38.86,0.51
PSC,140.0,79.39,0.7,4.545.276.764.297.380,8.855.230.845.989.390,-2.47,7.63,-6.19
PSD,1583.0,8.34,1.19,29.270.591.513.796.400,14.248.966.313.883.500,-15.33,8.93,-10.09
PSE,1141.0,8.68,0.72,7.798.583.544.472.300,1.109.751.751.356.290,0.26,06.03,-13.26
PSG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSH,-6106.0,-0.53,0.51,-7.372.389.048.230.310,-98.527.235.305.753,-88.88,-110.59,-2.54
PSI,444.0,17.12,0.64,10.223.083.435.753.000,3.751.076.143.639.420,14.26,48.75,15.3
PSL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSN,919.0,10.88,0.74,3.798.022.995.194.650,6.841.788.609.390.320,14.59,30.62,-12.36
PSP,211.0,62.2,1.14,15.805.257.725.619.400,1.837.244.778.705.270,0.21,-0.46,-7.0
PSW,556.0,15.1,0.71,3.763.723.933.352.680,4.703.010.585.212.020,-16.85,41.69,-11.79
PTB,5541.0,12.15,1.49,6.911.623.745.947.690,1.250.487.471.248.650,15.09,7.0,4.26
PTC,604.0,7.54,0.39,47.939.515.444.691.600,5.136.630.657.093.270,-99.96,-99.93,-64.95
PTD,-8609.0,-0.99,1.97,-16.308.787.668.359.300,-15.377.882.332.946.400,-45.98,-63.71,-15.09
PTE,-3129.0,-0.86,-0.1,-11.948.575.512.348.300,0.0,-14.53,-134.68,-7.6
PTG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTI,4029.0,8.93,1.21,383.642.267.937.765,13.566.808.495.008.700,-20.24,40.2,2.76
PTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTL,-487.0,-5.69,0.56,-3.727.697.647.573.700,-8.562.212.293.576.180,1234.81,396.51,73.46
PTM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTS,693.0,10.82,0.43,1.711.377.037.574.940,3.955.016.913.888.970,-3.01,13.88,-12.58
PTT,1594.0,6.9,0.83,7.755.653.949.048.300,11.162.350.595.471.800,11.21,54.9,27.62
PTV,12.0,343.94,0.35,6.729.228.831.991.520,96.798.631.454.533,352.75,10.94,-63.89
PTX,3041.0,5.85,1.12,10.073.269.198.830.200,19.117.095.875.542.600,-9.11,13.82,-11.06
PV2,-461.0,-5.43,0.4,-664.356.701.230.235,-7.453.517.573.594.510,0.0,-523.64,-36.16
PVA,-2.0,-239.5,-0.32,-10.111.545.266.146.800,0.0,0.0,0.0,-0.03
PVB,615.0,48.61,1.7,30.445.899.511.741.800,3.491.703.566.551.770,8.47,85.88,-12.36
PVC,40.0,258.38,0.81,74.809.175.354.118.200,14.887.633.442.392.200,-8.03,-8.28,-16.45
PVcomBank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PVD,1252.0,18.69,0.81,2.927.597.609.666.420,4.326.599.486.942.660,60.02,33.35,9.64
PVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PVG,325.0,23.68,0.62,7.119.238.962.153.510,24.795.548.831.666.300,19.16,4.72,-4.08
PVH,-964.0,-0.62,0.22,-3.624.560.092.382.740,-36.099.299.927.395.500,-30.67,-2130.73,-6.91
PVI,3631.0,16.8,1.74,27.947.717.788.202.700,10.834.675.870.215.700,15.26,-8.52,17.85
PVL,-107.0,-37.36,1.26,-2.513.460.255.280.230,-33.681.991.489.936.700,-82.03,-64.38,-2.35
PVM,1351.0,11.84,0.9,47.872.475.588.144.400,8.035.924.926.638.820,32.5,48.85,4.32
PVO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PVP,2124.0,8.33,0.99,6.526.080.733.224.200,11.240.781.298.422.000,8.28,38.68,17.61
PVR,-35.0,-28.23,0.11,-18.834.829.001.312.800,-4.009.491.705.313.110,0.0,0.0,0.01
PVS,2473.0,13.71,01.09,4.142.758.764.630.710,948.002.717.534.721,23.25,09.04,28.99
PVT,3164.0,8.76,0.95,7.402.224.287.488.760,1.416.692.443.758.390,23.61,32.97,13.71
PVV,-1075.0,-1.21,-0.29,-3.817.273.604.990.900,0.0,-17.91,-47.94,-2.04
PVX,15.0,113.64,1.3,16.745.728.452.346.000,1.978.572.046.709.270,0.52,-47.95,-0.33
PVY,6.0,405.37,-0.33,31.324.323.171.598.800,0.0,07.02,9.14,12.11
PWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWS,902.0,12.75,1.0,7.038.278.596.621.410,7.829.710.370.361.720,6.69,5.7,-4.73
PX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PXA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PXC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PXI,12.0,154.16,0.42,11.718.569.142.336.700,2.709.523.509.346.050,-84.83,-10.46,-4.32
PXL,10.0,1412.07,1.36,9.083.315.352.088.530,9.635.418.164.044.330,-16.56,-21.47,0.13
PXM,-1221.0,-0.49,-0.02,-449.916.949.778.536,0.0,-52.83,-79.77,-0.69
PXS,166.0,15.07,1.18,11.878.682.967.912.100,7.860.474.844.716.970,38.21,-67.58,2.1
PXT,61.0,45.87,1.0,4.329.801.167.751.160,21.891.154.705.662.400,0.53,-36.4,-4.88
PYU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QBS,-2026.0,-0.35,0.16,-41.965.086.020.890.500,-462.006.476.971.099,-87.75,-97.14,-29.38
QCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QCG,266.0,44.06,0.7,8.097.978.408.343.180,157.127.353.296.665,68.67,123.36,-7.14
QHD,2440.0,13.19,1.55,8.000.856.093.196.230,11.760.784.885.935.300,14.28,-13.01,2.61
QHW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QLT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QNC,673.0,9.36,0.55,2.194.999.772.654.240,59.073.697.765.579.900,13.52,3.51,8.76
QNP,3173.0,11.3,1.65,9.683.801.953.338.940,14.568.091.193.679.700,23.33,27.48,4.5
QNS,6589.0,7.59,1.84,17.217.099.707.837.700,23.769.051.661.439.100,2.22,04.02,14.57
QNT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QNU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QNW,1932.0,9.16,1.36,1.335.616.760.434.610,1.481.852.557.545.030,42.53,160.66,9.2
QPH,3993.0,7.46,1.16,11.979.482.171.399.000,15.521.902.101.613.100,-0.12,4.12,17.34
QSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QST,3119.0,6.57,1.34,9.040.995.179.151.890,2.032.956.912.220.340,9.17,6.73,19.03
QTC,806.0,21.72,1.18,3.418.633.922.137.830,5.368.924.830.564.990,-8.24,-2.19,22.14
QTP,1444.0,9.7,1.24,87.147.559.971.453,12.776.488.214.858.000,-1.24,4.97,01.03
RAL,25111.0,4.85,0.87,7.139.930.313.891.850,1.790.835.709.035.200,0.48,-4.74,6.83
RAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCC,39.0,329.43,1.0,2.758.367.749.230.840,69.586.351.460.349.000,-7.54,-28.92,-13.73
RCD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCL,129.0,92.26,0.57,3.623.915.654.428.390,6.215.657.072.679.320,9.98,17.5,4.7
RDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REE,4472.0,15.19,1.42,6.591.720.372.397.440,10.673.739.386.119.400,-2.17,-15.79,4.15
REM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTB,4188.0,6.52,0.9,1.604.164.286.661.970,1.822.502.565.075.620,24.13,91.08,10.9
RTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RYG,1524.0,9.74,0.88,2.770.089.641.476.490,899.669.423.336.101,17.32,-7.16,47.24
S12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S4A,2087.0,17.08,2.72,8.467.602.865.251.890,15.901.810.657.919.300,-13.51,-21.25,3.98
S55,10632.0,6.59,0.74,6.610.060.694.071.970,14.611.745.060.767.400,-6.87,31.79,-6.58
S72,490.0,14.28,0.7,26.976.319.976.098.000,4.912.950.717.859.680,15.55,24.73,-4.59
S74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S99,351.0,22.78,0.47,9.649.695.162.668.930,25.389.758.063.478.600,-14.01,4.24,10.02
SAB,3376.0,16.44,2.91,1.344.154.671.257.390,18.393.240.936.279.500,4.63,2.5,-1.81
SAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAF,3951.0,17.18,4.57,18.371.582.523.970.300,2.660.972.943.187.400,-8.71,-4.34,0.44
SAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAM,221.0,33.94,0.61,1.488.779.876.592.220,2.027.928.657.520.350,83.55,29.56,-3.29
SAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAS,3221.0,11.27,2.96,18.137.849.521.262.200,26.233.668.659.165.900,12.6,23.11,5.36
SAV,2299.0,9.0,1.36,7.201.417.586.298.920,14.313.383.452.004.300,35.5,35.75,21.81
SB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBA,1878.0,15.84,1.84,10.345.954.126.777.300,11.605.345.729.161.400,-29.76,-34.11,-10.97
SBB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBBS,187.0,0.0,0.0,6.973.347.492.977.150,7.216.995.651.621.720,-32.99,-441.27,147.23
SBC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBG,1423.0,7.24,0.9,4.115.444.177.651.330,7.354.988.292.962.730,-14.07,-0.49,-14.12
SBH,2188.0,22.77,3.76,15.257.028.327.176.700,1.650.703.910.547.310,-34.74,-43.02,-20.13
SBL,161.0,39.1,0.41,7.523.246.046.886.060,1.051.641.396.471.390,-5.0,-31.71,4.39
SBM,3348.0,9.26,2.23,22.659.443.499.376.500,24.133.752.759.961.200,34.31,61.65,0.26
SBR,576.0,17.03,0.98,44.980.605.614.824.100,5.756.158.214.379.360,09.04,46.33,0.93
SBS,-488.0,-9.64,2.53,-14.098.321.831.235.800,-26.234.111.035.268.700,-14.7,-32.77,-22.67
SBT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBV,-1104.0,-9.15,0.6,-3.502.944.496.807.870,-658.677.144.286.152,17.9,-16.77,4.21
SC5,2472.0,09.08,0.88,17.293.872.990.446.200,9.642.023.162.402.610,5.72,21.02,-15.69
SCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCD,-7726.0,-1.85,-1.57,-10.134.656.665.658.600,0.0,45.14,89.74,-5.89
SCG,1854.0,35.22,4.21,18.650.149.408.664.100,11.986.660.843.441.100,240.86,299.4,24.72
SCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCI,1.0,9020.11,0.49,"1,45E+11","4,69E+11",-31.91,-102.33,-5.37
SCJ,219.0,15.99,0.29,764.014.346.045.498,18.244.774.237.307.900,8.51,-22.62,-7.57
SCL,1541.0,17.85,1.88,44.191.410.997.066,10.412.470.089.963.600,-13.75,-23.49,35.87
SCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCR,7.0,779.63,0.45,3.585.651.620.829.310,7.772.607.822.259.160,115.28,-146.04,11.44
SCS,6787.0,10.94,5.4,36.511.165.900.114.900,49.282.520.439.736.200,47.11,49.59,11.42
SCV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCY,1305.0,9.81,0.85,46.999.895.056.797,8.696.444.913.368.400,2.32,7.8,16.73
SD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD2,42.0,101.56,0.34,15.554.735.421.337.700,33.726.338.225.522.100,-2.62,-44.5,-13.16
SD3,40.0,126.4,1.47,10.123.425.676.176.800,18.282.145.471.640.100,-15.41,-8.5,-2.24
SD4,-4048.0,-0.72,-4.46,-6.187.751.494.523.350,0.0,-45.81,-91.79,-16.5
SD5,909.0,8.8,0.43,14.808.344.931.777.400,4.921.786.009.161.590,3.31,28.68,6.8
SD6,8.0,377.66,0.6,3.682.168.224.423.860,17.782.551.087.352.400,-23.28,-78.47,-6.4
SD7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD9,739.0,16.23,0.48,28.076.415.090.993.200,57.164.388.412.888.100,-15.47,15.42,-7.95
SDA,2.0,2759.07,0.67,17.843.279.019.801.800,2.444.530.262.019.030,-7.49,-50.9,-0.98
SDB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDC,743.0,10.1,0.37,22.469.653.300.630.700,356.631.655.000.465,38.93,15.64,-7.06
SDD,-1003.0,-1.5,0.26,-7.597.966.635.203.580,-17.555.011.617.100.200,-78.1,-192.76,-11.77
SDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDG,-2699.0,-5.56,0.48,-6.625.804.608.354.040,-169.346.452.982.718,-17.55,-80.24,-14.96
SDH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDN,2915.0,10.81,1.43,8.094.507.531.657.430,13.221.592.950.878.300,8.24,14.41,3.97
SDP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDT,-1.0,-2842.28,0.21,-19.685.240.762.738.700,-5.192.592.367.299.370,45.47,14.5,-7.93
SDU,64.0,299.21,01.09,10.736.808.341.250.100,36.265.999.628.469.200,01.08,5.43,-0.73
SDV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEA,1404.0,34.55,2.5,6.741.301.140.534.680,7.217.556.497.651.730,-14.24,-8.9,0.79
SeASecurities,990.0,0.0,0.0,4.738.373.662.357.020,7.233.732.047.818.940,14.33,3.58,27.2
SEB,3654.0,13.0,2.31,19.158.303.204.701.000,2.031.478.434.385.790,-17.83,-23.41,-1.68
SED,6578.0,3.51,0.64,10.046.745.780.119.800,18.266.333.567.945.500,27.86,18.94,13.83
SEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SFC,1674.0,13.32,1.4,6.713.395.980.755.730,10.529.977.025.094.100,1.24,-8.88,-4.15
SFG,507.0,19.73,0.74,17.578.864.227.831.200,3.747.575.183.822.510,2.64,59.85,11.04
SFI,3440.0,8.87,0.92,8.511.347.090.196.210,1.026.430.022.365.020,6.9,-11.93,3.38
SFN,2951.0,7.25,0.79,1.013.535.760.459.130,10.841.612.550.465.700,-1.93,-2.31,2.93
SFT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGB,248.0,50.82,01.04,2.380.247.982.585.890,19.357.274.333.028.800,0.0,0.0,5.59
SGC,14033.0,8.76,2.54,22.231.090.527.688.400,2.896.756.601.462.980,55.6,85.57,51.82
SGD,-24.0,-531.97,0.86,5.962.602.201.017.360,8.878.576.708.579.400,-6.67,2.76,1.19
SGH,1152.0,31.25,3.12,859.380.944.056.678,9.977.494.995.812.020,7.32,10.58,-21.11
SGI,90.0,144.19,0.35,"8,11E+10",15.351.980.147.905.800,21.91,9.29,15.3
SGN,8059.0,10.42,2.36,1.975.336.913.514.220,24.624.942.825.587.400,4.3,8.61,15.51
SGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGP,831.0,33.83,2.1,3.011.663.817.222.230,59.595.811.687.198.900,17.31,1.62,6.58
SGR,1377.0,27.23,2.25,3.661.377.514.036.980,836.892.978.314.131,52.74,56.08,11.41
SGS,1840.0,9.57,0.81,7.799.389.904.943.260,868.810.056.835.489,-21.45,-42.84,05.05
SGT,905.0,19.05,1.22,1.468.644.865.785.220,6.272.935.010.835.530,40.9,97.04,25.21
SHA,417.0,9.96,0.33,13.117.102.528.936.900,3.265.580.159.246.390,5.24,-4.73,4.95
SHB,2520.0,04.07,0.65,1.233.338.491.132.010,1.593.106.736.235.660,0.0,0.0,18.52
SHBS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHE,1220.0,7.37,0.68,5.500.628.132.884.060,9.212.309.973.757.790,6.31,-23.08,15.11
SHG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHI,485.0,32.49,1.21,1.172.284.176.069.170,5.262.564.581.464.660,17.14,13.78,24.62
SHN,67.0,101.24,0.55,15.770.295.286.132.400,553.844.697.246.598,-33.24,-44.38,-1.88
SHP,2924.0,11.83,2.62,20.487.289.251.315.200,22.106.082.653.129.200,-5.04,4.68,-6.56
SHS,1244.0,10.29,0.93,7.213.280.009.201.210,9.029.038.015.889.430,36.38,66.72,22.44
SHV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SID,703.0,17.06,0.5,27.382.466.610.209.900,29.229.129.944.721.200,12.75,-1.39,3.46
SIG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SII,10228.0,1.63,0.73,2.457.248.362.522.490,4.516.403.659.775.730,8.98,647.01,25.2
SIP,5992.0,13.87,3.59,51.070.893.005.149.600,26.220.324.821.756,16.83,17.66,18.83
SIV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SJ1,1138.0,10.28,1.4,23.382.980.223.017.300,8.652.763.199.867.040,10.11,22.26,16.04
SJC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SJCS,183.0,0.0,0.0,23.231.492.892.509.900,2.350.532.532.905.740,-16.68,10.5,2.71
SJD,2065.0,6.9,0.96,10.522.885.375.059.800,13.917.517.911.374.400,-1.92,-1.51,0.56
SJE,6395.0,2.85,0.49,6.361.332.368.592.870,18.745.101.192.160.600,238.96,55.84,39.16
SJF,64.0,26.65,0.27,6.366.955.020.096.880,1.011.662.584.903.120,4.39,-57.18,6.72
SJG,1661.0,11.08,0.88,41.982.732.820.947.600,10.020.545.768.908.600,-3.37,10.3,-1.08
SJM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SJS,2333.0,31.72,2.82,3.382.945.638.849.000,8.910.795.329.216.880,54.56,111.18,5.41
SKG,524.0,21.77,0.86,37.803.241.941.142.500,3.841.822.127.443.020,-6.91,-27.5,0.15
SKH,1705.0,15.95,2.2,6.874.616.267.309.840,13.778.826.748.777.500,-38.04,-28.34,-14.19
SKN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKV,2729.0,11.76,1.95,7.616.245.502.641.180,16.562.681.700.628.800,-26.71,-16.92,-7.58
SLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLS,53754.0,3.43,1.16,31.041.155.422.412.300,3.385.480.219.654.450,-17.73,-5.27,26.36
SMA,639.0,21.59,1.17,30.249.498.687.824.100,541.057.982.219.588,-13.41,-23.26,-5.69
SMB,5981.0,7.19,2.14,17.167.528.512.573.100,2.978.124.501.816.320,9.58,18.35,2.28
SMC,-3663.0,-2.28,1.2,-6.355.241.534.211.600,-5.610.194.328.817.680,-34.87,-64.75,-26.98
SME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMN,2116.0,6.62,0.77,9.208.435.785.242.650,11.687.296.848.892.500,3.63,-4.22,3.4
SMT,280.0,20.34,0.45,13.092.932.137.608.500,2.197.883.813.179.900,-45.64,10.81,-25.98
SMVC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNZ,2575.0,13.2,1.17,7.714.603.127.362.930,14.847.095.903.905.600,8.13,15.8,-9.43
SON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP2,2617.0,7.45,3.39,8.917.945.380.508.150,45.485.530.085.559.200,18.06,40.35,-7.89
SPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPB,1140.0,17.55,1.12,16.548.471.737.075.300,6.392.997.108.347.290,7.78,59.27,4.35
SPC,-4563.0,-1.86,0.75,-9.900.172.985.511.230,-40.166.137.377.375.900,-18.49,-6.51,-9.36
SPD,696.0,11.5,0.73,20.321.969.859.814.000,6.316.009.448.263.040,-3.52,4.53,4.81
SPH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPM,458.0,24.46,0.19,6.239.338.629.766.880,7.828.073.566.569.980,-26.68,-12.95,-1.54
SPP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPV,1975.0,8.81,01.05,5.302.967.968.953.280,11.906.941.568.922.900,27.36,37.35,18.2
SQC,-718.0,-26.88,3.45,-1.227.785.259.074.070,-12.817.102.164.579.000,18.1,36.51,-10.99
SRA,646.0,3.41,0.14,37.793.462.260.680.500,41.898.574.914.863.200,257.54,387.29,12.25
SRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRC,4458.0,5.5,1.25,10.578.696.478.852.600,22.807.124.407.784.000,-14.19,-11.6,-12.2
SRF,62.0,141.58,0.69,10.207.626.694.425.800,37.477.308.182.319.100,-34.49,-34.54,-9.09
SSB,1844.0,09.09,1.36,14.786.745.576.699.100,13.758.951.948.348.200,0.0,0.0,22.39
SSC,3204.0,10.77,1.2,8.073.353.133.103.680,11.100.763.266.540.700,28.51,12.53,-3.55
SSF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSH,2188.0,30.62,3.83,58.104.717.649.776.000,1.275.405.949.649.270,1.12,-23.39,9.11
SSI,1772.0,14.7,1.91,3.870.512.090.088.530,1.060.553.206.528.110,19.16,10.97,6.16
SSM,920.0,5.0,0.35,3.825.140.596.282.000,7.090.724.401.461.200,168.67,79.21,-17.21
SSN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST8,864.0,8.0,0.58,4.661.886.320.211.890,785.636.302.340.116,3479.98,735.72,86.99
STB,5351.0,6.9,1.27,13.484.251.494.596.500,18.350.218.574.632.500,0.0,0.0,10.93
STC,2527.0,6.73,0.69,6.927.771.581.875.260,10.722.577.997.696.800,-2.58,-3.79,2.8
STD,229.0,0.0,0.0,10.460.691.301.020.100,1.668.480.778.447.200,03.04,-21.16,9.23
STG,1910.0,20.0,1.57,651.072.994.928.219,8.292.214.507.055.500,36.67,36.53,6.31
